timestamp,turbine_id,temperature_c,vibration_mm_s,rpm
16/04/2026 15:25,T-01,77.8,8.5,13.8
16/04/2026 15:26,T-06,71.8,4.8,17.2
16/04/2026 15:27,T-05,77.2,2.1,14.7
16/04/2026 15:28,T-03,78.9,4.8,14.5
16/04/2026 15:29,T-09,69.1,4.3,14.4
16/04/2026 15:30,T-04,90,7,17.4
16/04/2026 15:31,T-02,67.1,6.3,16.7
16/04/2026 15:32,T-01,72.4,2.9,16.4
16/04/2026 15:33,T-02,50.4,11.5,13.6
16/04/2026 15:34,T-04,91.9,9.4,16.6
16/04/2026 15:35,T-01,79.9,3.4,14.8
16/04/2026 15:36,T-10,62,10.1,14.8
16/04/2026 15:37,T-06,75,8.2,16.6
16/04/2026 15:38,T-09,57.8,10.1,17.7
16/04/2026 15:39,T-07,68.7,20,15.1
16/04/2026 15:40,T-04,90,5.5,13.6
16/04/2026 15:41,T-04,91.2,8.8,15.7
16/04/2026 15:42,T-06,60,2.8,14.9
16/04/2026 15:43,T-06,61.9,6.8,12.1
16/04/2026 15:44,T-03,78,10.6,12.6
16/04/2026 15:45,T-03,76,9.4,15
16/04/2026 15:46,T-04,93.5,9.5,16.4
16/04/2026 15:47,T-07,61.9,21,16.2
16/04/2026 15:48,T-06,61.8,10.5,17.6
16/04/2026 15:49,T-10,62.1,3.6,17.5
16/04/2026 15:50,T-10,69,9.5,17.1
16/04/2026 15:51,T-07,62.1,19.5,12.6
16/04/2026 15:52,T-06,65.3,8.3,14.1
16/04/2026 15:53,T-05,68,3.2,13.2
16/04/2026 15:54,T-05,76.4,6.1,12.4
16/04/2026 15:55,T-10,68.8,7.8,12.3
16/04/2026 15:56,T-01,74.1,3.4,14.2
16/04/2026 15:57,T-04,91.2,8.9,17.1
16/04/2026 15:58,T-10,55.6,6.8,16.2
16/04/2026 15:59,T-08,75.4,10.1,15.3
16/04/2026 16:00,T-07,67,20.7,18
16/04/2026 16:01,T-06,71.7,10.5,15.9
16/04/2026 16:02,T-02,59.7,2.4,15.6
16/04/2026 16:03,T-06,55.4,5.6,12.6
16/04/2026 16:04,T-02,70.3,10.8,16.4
16/04/2026 16:05,T-07,65.9,18.7,17.2
16/04/2026 16:06,T-07,73.3,24.2,14.8
16/04/2026 16:07,T-02,68.1,10.9,17.4
16/04/2026 16:08,T-04,94.5,7,13.4
16/04/2026 16:09,T-04,93.8,9.3,14.9
16/04/2026 16:10,T-10,76,11.2,14.7
16/04/2026 16:11,T-01,71.6,9.8,13.7
16/04/2026 16:12,T-02,53.1,3.3,17.6
16/04/2026 16:13,T-08,59.8,10.4,14.3
16/04/2026 16:14,T-07,61.9,22.4,17
16/04/2026 16:15,T-09,68.3,2.9,13.6
16/04/2026 16:16,T-10,60.4,6.2,14.1
16/04/2026 16:17,T-02,68.9,8.1,13.1
16/04/2026 16:18,T-05,54.1,4.2,13.9
16/04/2026 16:19,T-07,66.9,16.3,12.6
16/04/2026 16:20,T-10,70.2,8.9,16.4
16/04/2026 16:21,T-09,75.4,6.9,14.4
16/04/2026 16:22,T-06,58.4,8.6,13.1
16/04/2026 16:23,T-09,76.3,9.7,14.6
16/04/2026 16:24,T-02,55.9,3.1,14.1
16/04/2026 16:25,T-01,79,10.6,16.8
16/04/2026 16:26,T-09,75.5,7.4,16.2
16/04/2026 16:27,T-06,54.2,4.8,13
16/04/2026 16:28,T-05,74.5,3,16.1
16/04/2026 16:29,T-05,75.5,9.9,12.5
16/04/2026 16:30,T-02,70,10.2,16.5
16/04/2026 16:31,T-01,57.4,3.2,16.4
16/04/2026 16:32,T-09,65.8,4.8,13.7
16/04/2026 16:33,T-02,76.1,11.9,13.3
16/04/2026 16:34,T-07,70.1,20.8,12.8
16/04/2026 16:35,T-09,65.5,10.5,15.2
16/04/2026 16:36,T-02,79.1,7.8,16.1
16/04/2026 16:37,T-03,75.2,10.8,13.7
16/04/2026 16:38,T-07,64.5,17.5,16.4
16/04/2026 16:39,T-10,51,7.5,13
16/04/2026 16:40,T-07,62.5,19.1,13.3
16/04/2026 16:41,T-02,60.3,5.7,17.2
16/04/2026 16:42,T-10,67.3,9.8,14.7
16/04/2026 16:43,T-09,55.7,5,13.7
16/04/2026 16:44,T-10,62,3.3,15.9
16/04/2026 16:45,T-03,55.8,3.9,17.3
16/04/2026 16:46,T-06,56.5,8.1,16
16/04/2026 16:47,T-06,75.6,5.6,13.4
16/04/2026 16:48,T-05,52.7,9.7,17.3
16/04/2026 16:49,T-05,71.6,7.8,17.5
16/04/2026 16:50,T-04,91.4,8.5,13.4
16/04/2026 16:51,T-10,74.8,9.5,14.8
16/04/2026 16:52,T-09,65.4,2.5,14.9
16/04/2026 16:53,T-01,58.7,7.6,12.1
16/04/2026 16:54,T-05,57.6,9.4,17.9
16/04/2026 16:55,T-09,54,9.6,12
16/04/2026 16:56,T-09,61.7,9.5,12.5
16/04/2026 16:57,T-02,76.6,7.1,17.7
16/04/2026 16:58,T-08,70.7,2.9,13.4
16/04/2026 16:59,T-10,77.3,3.7,12.2
16/04/2026 17:00,T-07,69.2,22.9,16.5
16/04/2026 17:01,T-10,54,5.7,15
16/04/2026 17:02,T-09,71.4,7.9,13.2
16/04/2026 17:03,T-02,66.1,11.7,13
16/04/2026 17:04,T-06,52.2,4.5,13.9
16/04/2026 17:05,T-09,54.8,8.8,14.8
16/04/2026 17:06,T-01,73.3,9.8,17.3
16/04/2026 17:07,T-05,70.3,4.6,16.6
16/04/2026 17:08,T-03,61.1,7.8,17.5
16/04/2026 17:09,T-07,68.5,20.1,13
16/04/2026 17:10,T-01,60.8,11.1,14.1
16/04/2026 17:11,T-09,69.5,3,13.4
16/04/2026 17:12,T-07,68.8,19.2,13.6
16/04/2026 17:13,T-06,70.3,10.6,16.6
16/04/2026 17:14,T-07,67.3,21.4,14.5
16/04/2026 17:15,T-03,60.3,6,12.8
16/04/2026 17:16,T-03,73.3,3.5,15.8
16/04/2026 17:17,T-10,70.9,3.7,15.2
16/04/2026 17:18,T-01,54.2,10.2,17.5
16/04/2026 17:19,T-04,89.1,5.1,12.3
16/04/2026 17:20,T-07,72,16.5,17.6
16/04/2026 17:21,T-06,53.3,7.9,13
16/04/2026 17:22,T-03,63,3.7,16.8
16/04/2026 17:23,T-05,61.2,6.5,13.5
16/04/2026 17:24,T-03,69.1,7.6,12.3
16/04/2026 17:25,T-02,63.6,3,15.3
16/04/2026 17:26,T-08,52.7,7.8,12.6
16/04/2026 17:27,T-03,68.4,6.3,15.1
16/04/2026 17:28,T-01,71.1,9.7,18
16/04/2026 17:29,T-08,78,9.7,15.6
16/04/2026 17:30,T-01,70.7,5.9,12.1
16/04/2026 17:31,T-08,52.1,11.3,17
16/04/2026 17:32,T-03,63.8,4.8,13.6
16/04/2026 17:33,T-01,65,6.7,15.5
16/04/2026 17:34,T-10,73.5,7.9,16.6
16/04/2026 17:35,T-05,75,5.7,12.3
16/04/2026 17:36,T-05,67.8,2.9,16.3
16/04/2026 17:37,T-10,59.1,8.5,12.3
16/04/2026 17:38,T-07,67.1,16.6,14.2
16/04/2026 17:39,T-06,55.4,4.7,17.1
16/04/2026 17:40,T-06,60.9,3.5,15.5
16/04/2026 17:41,T-05,68.1,2.7,12
16/04/2026 17:42,T-07,65.1,21.6,15.8
16/04/2026 17:43,T-07,64.7,21.8,12.4
16/04/2026 17:44,T-08,61.3,7,12.1
16/04/2026 17:45,T-08,50.6,8.6,13.9
16/04/2026 17:46,T-06,57,2.1,14.1
16/04/2026 17:47,T-08,68.3,11.1,13.2
16/04/2026 17:48,T-07,73.2,19.6,15.6
16/04/2026 17:49,T-03,53.3,8.3,12.6
16/04/2026 17:50,T-05,59.2,6.6,16.1
16/04/2026 17:51,T-05,65.8,5,12
16/04/2026 17:52,T-09,70,11.8,12.9
16/04/2026 17:53,T-08,77.7,6.8,17.9
16/04/2026 17:54,T-06,54.1,3.2,17.6
16/04/2026 17:55,T-02,75.9,2.8,17
16/04/2026 17:56,T-06,63.1,3,12.1
16/04/2026 17:57,T-06,64.7,2.4,15.7
16/04/2026 17:58,T-04,87.8,9,12.4
16/04/2026 17:59,T-06,54.9,6,16.9
16/04/2026 18:00,T-02,71.4,4.9,16.5
16/04/2026 18:01,T-01,58.4,5,15.2
16/04/2026 18:02,T-08,65.3,8,16.1
16/04/2026 18:03,T-08,66.7,7.2,13.3
16/04/2026 18:04,T-09,61.8,6.2,14.9
16/04/2026 18:05,T-09,52.5,4.7,12.2
16/04/2026 18:06,T-04,94.7,6.9,16
16/04/2026 18:07,T-01,61.2,10.4,12
16/04/2026 18:08,T-08,59.4,2.2,13.8
16/04/2026 18:09,T-03,68.5,10.1,14
16/04/2026 18:10,T-04,94.3,5.2,16.9
16/04/2026 18:11,T-08,68.1,4.4,12.6
16/04/2026 18:12,T-07,62.4,18,15.2
16/04/2026 18:13,T-06,64.3,6.7,15.4
16/04/2026 18:14,T-04,90.1,8.9,14.3
16/04/2026 18:15,T-06,75.2,10.7,13.6
16/04/2026 18:16,T-05,76.5,11.7,14.1
16/04/2026 18:17,T-03,77.3,3.5,14.8
16/04/2026 18:18,T-10,58.3,2.9,16
16/04/2026 18:19,T-07,65,24.7,15.7
16/04/2026 18:20,T-04,93.7,9.5,12.3
16/04/2026 18:21,T-05,50.7,2.3,16.9
16/04/2026 18:22,T-06,76.4,3.1,15.9
16/04/2026 18:23,T-08,66.6,10.5,14.1
16/04/2026 18:24,T-01,70,8.9,14.7
16/04/2026 18:25,T-09,78.2,5.8,13.3
16/04/2026 18:26,T-07,61.1,20.2,12.4
16/04/2026 18:27,T-06,71.2,8.1,12
16/04/2026 18:28,T-03,73,5.4,17
16/04/2026 18:29,T-03,70.9,5.8,15.7
16/04/2026 18:30,T-10,53.7,7.8,12.8
16/04/2026 18:31,T-04,94.6,9.1,17.8
16/04/2026 18:32,T-05,69.9,7.6,14.3
16/04/2026 18:33,T-07,65.3,24.7,15
16/04/2026 18:34,T-08,51.2,4.6,17.1
16/04/2026 18:35,T-06,52.7,6.1,15.2
16/04/2026 18:36,T-08,68.3,2.3,18
16/04/2026 18:37,T-07,68.9,17.8,16.3
16/04/2026 18:38,T-09,71.3,3,15.9
16/04/2026 18:39,T-02,55.2,4.5,15.7
16/04/2026 18:40,T-10,63.8,11,15.4
16/04/2026 18:41,T-03,56.6,11.2,15.2
16/04/2026 18:42,T-03,68.6,11.2,12.5
16/04/2026 18:43,T-07,70.3,16.2,12.5
16/04/2026 18:44,T-01,52.3,5.8,17.2
16/04/2026 18:45,T-09,62.2,4.7,17.1
16/04/2026 18:46,T-04,89.6,6.1,15.8
16/04/2026 18:47,T-08,52.9,9.1,17.3
16/04/2026 18:48,T-05,68.4,3.9,16.4
16/04/2026 18:49,T-05,54.5,4,16.6
16/04/2026 18:50,T-07,69.2,16.1,14.7
16/04/2026 18:51,T-10,68.5,10.3,15.5
16/04/2026 18:52,T-10,56.1,11,16
16/04/2026 18:53,T-04,86.2,6.4,17.4
16/04/2026 18:54,T-10,77.1,4.1,12.6
16/04/2026 18:55,T-02,70.2,5.5,14.2
16/04/2026 18:56,T-06,70.9,2.6,16.6
16/04/2026 18:57,T-06,72.8,10.1,13.3
16/04/2026 18:58,T-01,50.5,3.3,14.3
16/04/2026 18:59,T-01,68.6,4.3,12.3
16/04/2026 19:00,T-04,88.9,9.8,13.7
16/04/2026 19:01,T-10,80,11.4,15.4
16/04/2026 19:02,T-08,51.4,6.1,12.8
16/04/2026 19:03,T-03,64,2.8,15.8
16/04/2026 19:04,T-08,67.2,8.6,17.6
16/04/2026 19:05,T-02,66.5,2.7,17.2
16/04/2026 19:06,T-05,57.4,5,17.1
16/04/2026 19:07,T-04,87.3,8.1,12.2
16/04/2026 19:08,T-08,63.3,9.5,16.6
16/04/2026 19:09,T-03,74.1,12,15.9
16/04/2026 19:10,T-04,89.8,5.4,17.8
16/04/2026 19:11,T-09,59.3,8.1,13.1
16/04/2026 19:12,T-09,54.5,7.3,13.7
16/04/2026 19:13,T-04,93,9.3,13.8
16/04/2026 19:14,T-03,63.2,4.9,14.4
16/04/2026 19:15,T-03,62.2,8,14.1
16/04/2026 19:16,T-06,58.6,8,16.3
16/04/2026 19:17,T-03,53.9,7.6,16
16/04/2026 19:18,T-08,67.6,5.5,17.5
16/04/2026 19:19,T-03,67,2.9,14.7
16/04/2026 19:20,T-05,55,4.3,14.2
16/04/2026 19:21,T-10,66.6,11.7,13.1
16/04/2026 19:22,T-07,69.9,23.6,14.8
16/04/2026 19:23,T-06,65.6,4.4,14.6
16/04/2026 19:24,T-10,53.7,7,12.6
16/04/2026 19:25,T-09,60,10.2,15.9
16/04/2026 19:26,T-01,55.3,5.8,15.1
16/04/2026 19:27,T-02,53.8,8.9,12.2
16/04/2026 19:28,T-07,71.5,18.8,16.2
16/04/2026 19:29,T-07,73.4,17.7,14.4
16/04/2026 19:30,T-07,70.1,16.5,17.2
16/04/2026 19:31,T-06,51.9,11.9,15.8
16/04/2026 19:32,T-08,63.1,3.7,13.2
16/04/2026 19:33,T-03,62.3,8.6,12.9
16/04/2026 19:34,T-04,92.2,8.3,14.1
16/04/2026 19:35,T-08,64.7,3.2,12.5
16/04/2026 19:36,T-08,69,5.9,16.7
16/04/2026 19:37,T-01,77.3,8.8,14.1
16/04/2026 19:38,T-10,75.5,6.4,14
16/04/2026 19:39,T-07,70.8,16.9,13.5
16/04/2026 19:40,T-08,51.8,8.1,13.9
16/04/2026 19:41,T-09,66.8,9.4,17.2
16/04/2026 19:42,T-08,60.1,4.9,15.7
16/04/2026 19:43,T-07,66.2,18.3,13.1
16/04/2026 19:44,T-02,68.6,5.3,16.9
16/04/2026 19:45,T-02,78.6,4,16.8
16/04/2026 19:46,T-07,68,20.3,13.4
16/04/2026 19:47,T-08,76.4,5.5,15.7
16/04/2026 19:48,T-10,63.1,5.8,14.7
16/04/2026 19:49,T-06,73.2,9.4,14.1
16/04/2026 19:50,T-07,61.6,21.6,14.6
16/04/2026 19:51,T-05,63.4,5.3,16.7
16/04/2026 19:52,T-07,72.6,22.1,12.5
16/04/2026 19:53,T-08,54.8,4.4,14.7
16/04/2026 19:54,T-08,72.7,7.1,12.7
16/04/2026 19:55,T-05,67.3,6.5,12.5
16/04/2026 19:56,T-07,73.4,18.2,16.1
16/04/2026 19:57,T-09,54.8,2.2,13.7
16/04/2026 19:58,T-03,79.1,7.8,12.9
16/04/2026 19:59,T-05,62.8,8.2,13.1
16/04/2026 20:00,T-05,60.8,2.3,16.1
16/04/2026 20:01,T-07,71.2,24.3,14.5
16/04/2026 20:02,T-06,66.4,5.8,15
16/04/2026 20:03,T-10,77.4,11.9,16.7
16/04/2026 20:04,T-06,64.4,5.8,12.8
16/04/2026 20:05,T-09,55.8,8.8,14.9
16/04/2026 20:06,T-08,63.5,9,14.4
16/04/2026 20:07,T-03,78.1,7.1,12.5
16/04/2026 20:08,T-06,59.1,4.2,13.9
16/04/2026 20:09,T-02,63.9,4.1,16.1
16/04/2026 20:10,T-04,89,7.8,16.8
16/04/2026 20:11,T-04,92,7.9,14.5
16/04/2026 20:12,T-02,54.5,7.5,16.2
16/04/2026 20:13,T-09,70.8,2.5,14.7
16/04/2026 20:14,T-02,73.7,5.3,12.4
16/04/2026 20:15,T-05,64.6,7,12
16/04/2026 20:16,T-05,53.3,8.8,15.5
16/04/2026 20:17,T-03,51.4,8.8,15.2
16/04/2026 20:18,T-10,69.3,7.5,13.1
16/04/2026 20:19,T-09,66.9,9.8,13.7
16/04/2026 20:20,T-08,68.2,3.6,15.3
16/04/2026 20:21,T-10,58.3,9.8,12.6
16/04/2026 20:22,T-06,76.5,6.1,15.1
16/04/2026 20:23,T-01,51.6,11.3,16.7
16/04/2026 20:24,T-07,73.7,17.5,17.4
16/04/2026 20:25,T-01,58.6,10.7,16.9
16/04/2026 20:26,T-06,72.7,8.4,13.2
16/04/2026 20:27,T-03,79.2,9,16.3
16/04/2026 20:28,T-04,88.4,9.6,13.1
16/04/2026 20:29,T-01,79.6,6.5,16.1
16/04/2026 20:30,T-04,90.1,6.2,17.8
16/04/2026 20:31,T-07,70.4,21.1,17.3
16/04/2026 20:32,T-09,76.1,2.4,12.6
16/04/2026 20:33,T-02,74.1,10.2,12.5
16/04/2026 20:34,T-03,63.6,10.6,15.7
16/04/2026 20:35,T-10,63.6,5,14.2
16/04/2026 20:36,T-01,67,9.6,14
16/04/2026 20:37,T-10,57.2,11.9,12.3
16/04/2026 20:38,T-02,63,11.8,12.9
16/04/2026 20:39,T-10,70.2,10,12.7
16/04/2026 20:40,T-10,56.6,10.4,13
16/04/2026 20:41,T-08,79.8,6.3,15.5
16/04/2026 20:42,T-07,69.8,19.9,13
16/04/2026 20:43,T-10,75.3,2.1,17.7
16/04/2026 20:44,T-02,54.5,9.8,15.9
16/04/2026 20:45,T-01,73,9.1,15.8
16/04/2026 20:46,T-10,57.2,6.7,15.9
16/04/2026 20:47,T-09,67.3,2.2,14.4
16/04/2026 20:48,T-06,79.9,3.5,15.2
16/04/2026 20:49,T-06,70,10.3,16.8
16/04/2026 20:50,T-09,79.6,11,16
16/04/2026 20:51,T-02,70,9.1,17.7
16/04/2026 20:52,T-10,56.4,4.1,12.1
16/04/2026 20:53,T-07,63.3,17,15.6
16/04/2026 20:54,T-02,69.9,7.6,16.2
16/04/2026 20:55,T-01,66.4,2.7,12.1
16/04/2026 20:56,T-04,89.8,6.7,15.7
16/04/2026 20:57,T-01,72,2.7,15.2
16/04/2026 20:58,T-07,71.5,19,16.5
16/04/2026 20:59,T-08,59.6,4.2,16.8
16/04/2026 21:00,T-04,88,9,15.8
16/04/2026 21:01,T-07,62.3,19.9,12.6
16/04/2026 21:02,T-01,75.9,5.9,13.1
16/04/2026 21:03,T-01,58.2,3.8,13
16/04/2026 21:04,T-05,79.5,6.3,14.1
16/04/2026 21:05,T-06,76.8,4.3,17.4
16/04/2026 21:06,T-08,62.7,8.3,13.3
16/04/2026 21:07,T-04,88.9,5.9,14.6
16/04/2026 21:08,T-05,50.9,10.8,14.7
16/04/2026 21:09,T-01,51.1,3.3,15.6
16/04/2026 21:10,T-07,64.1,22,13.7
16/04/2026 21:11,T-01,77.4,3.8,16.5
16/04/2026 21:12,T-04,91.5,7.3,15.2
16/04/2026 21:13,T-01,68.9,7.3,16.5
16/04/2026 21:14,T-08,68.6,2.7,13.3
16/04/2026 21:15,T-03,73,8.1,13.9
16/04/2026 21:16,T-09,70.9,10.9,17.2
16/04/2026 21:17,T-07,72.8,24.4,15.1
16/04/2026 21:18,T-01,73.2,9.4,14.4
16/04/2026 21:19,T-06,74.1,5.7,14.9
16/04/2026 21:20,T-09,79.1,11.7,12
16/04/2026 21:21,T-04,88.1,9.1,13.4
16/04/2026 21:22,T-02,58.3,3.6,17
16/04/2026 21:23,T-07,73,17,15.1
16/04/2026 21:24,T-03,67.9,9.7,15
16/04/2026 21:25,T-07,60.5,18.5,15.8
16/04/2026 21:26,T-08,50.2,7.3,18
16/04/2026 21:27,T-07,68.7,23,13.5
16/04/2026 21:28,T-02,56.5,10.2,16.4
16/04/2026 21:29,T-01,54.2,2.3,16.4
16/04/2026 21:30,T-08,66.2,11.8,16.8
16/04/2026 21:31,T-06,58,2.6,16.2
16/04/2026 21:32,T-04,91.4,8.9,16.5
16/04/2026 21:33,T-04,88.2,9.3,17.7
16/04/2026 21:34,T-07,69.7,16.9,12.7
16/04/2026 21:35,T-04,92.3,8.7,15.7
16/04/2026 21:36,T-02,63,3.5,15
16/04/2026 21:37,T-01,63.7,2.8,12.6
16/04/2026 21:38,T-09,67.3,11.4,13.7
16/04/2026 21:39,T-03,54.9,7.5,15.1
16/04/2026 21:40,T-09,65,4.7,14.3
16/04/2026 21:41,T-10,68.6,3,12.4
16/04/2026 21:42,T-10,71.8,8,13.1
16/04/2026 21:43,T-07,72.5,21.4,12.7
16/04/2026 21:44,T-03,78.9,8.6,15.8
16/04/2026 21:45,T-10,68.2,10.7,16.6
16/04/2026 21:46,T-02,54,10,13.2
16/04/2026 21:47,T-04,93.1,7.1,17
16/04/2026 21:48,T-07,65.9,20.8,16.1
16/04/2026 21:49,T-08,54.9,3.8,15.5
16/04/2026 21:50,T-01,51.1,8.3,16.7
16/04/2026 21:51,T-08,61.4,7.9,17.9
16/04/2026 21:52,T-10,69.2,3,15.6
16/04/2026 21:53,T-01,65.8,3.5,14.7
16/04/2026 21:54,T-06,61.1,6.2,15.6
16/04/2026 21:55,T-04,88,5.4,15.7
16/04/2026 21:56,T-08,76.8,7,13.6
16/04/2026 21:57,T-05,53.6,5.5,12.6
16/04/2026 21:58,T-07,70.8,22.5,17.5
16/04/2026 21:59,T-05,60.8,6.8,15.3
16/04/2026 22:00,T-07,63.5,20.5,13.8
16/04/2026 22:01,T-01,73.8,11,13.8
16/04/2026 22:02,T-10,66.2,7.9,15.2
16/04/2026 22:03,T-02,55.5,2.7,12.8
16/04/2026 22:04,T-03,77,3.8,12.6
16/04/2026 22:05,T-02,58.9,9.7,13.7
16/04/2026 22:06,T-07,67.1,22.2,17
16/04/2026 22:07,T-02,51.2,3,16.9
16/04/2026 22:08,T-02,79.7,11.6,16.8
16/04/2026 22:09,T-07,60.7,19,17
16/04/2026 22:10,T-09,61.8,3.5,17.9
16/04/2026 22:11,T-05,71.2,8.9,13
16/04/2026 22:12,T-07,64.1,23.9,12.8
16/04/2026 22:13,T-07,71.6,16.8,13.2
16/04/2026 22:14,T-05,59.7,12,12.1
16/04/2026 22:15,T-07,61.1,20.1,17
16/04/2026 22:16,T-03,78,10.5,17
16/04/2026 22:17,T-06,78.9,9.1,18
16/04/2026 22:18,T-04,93.4,7,14.8
16/04/2026 22:19,T-07,71.5,21.5,12.1
16/04/2026 22:20,T-10,59.8,3.9,15.6
16/04/2026 22:21,T-06,55.4,11.6,16.1
16/04/2026 22:22,T-06,60.9,4,16.7
16/04/2026 22:23,T-08,61.4,11.5,13.7
16/04/2026 22:24,T-02,78.7,9.2,17.4
16/04/2026 22:25,T-07,74.6,24.2,12.1
16/04/2026 22:26,T-02,55.4,8.8,15
16/04/2026 22:27,T-06,50.1,7.9,15.3
16/04/2026 22:28,T-09,72.7,2.5,14.5
16/04/2026 22:29,T-01,73.7,4.9,12.5
16/04/2026 22:30,T-03,75.1,3.7,12.8
16/04/2026 22:31,T-01,79,9,13.8
16/04/2026 22:32,T-04,91.4,5.8,17.7
16/04/2026 22:33,T-06,53.2,11.3,14.8
16/04/2026 22:34,T-04,87.5,7.6,14.5
16/04/2026 22:35,T-07,61.6,17.8,12.2
16/04/2026 22:36,T-09,61.7,2.9,12.3
16/04/2026 22:37,T-04,89.4,9.2,15.2
16/04/2026 22:38,T-06,51.8,5.5,14.1
16/04/2026 22:39,T-02,63.1,5.6,13.8
16/04/2026 22:40,T-03,60.1,7.6,17.4
16/04/2026 22:41,T-03,72.1,5.7,16.5
16/04/2026 22:42,T-03,50.5,10.3,17.1
16/04/2026 22:43,T-03,73.5,10.4,14.3
16/04/2026 22:44,T-06,78.6,2.3,13.6
16/04/2026 22:45,T-07,67.5,18.8,14.9
16/04/2026 22:46,T-10,56.9,4.3,13.3
16/04/2026 22:47,T-06,71.7,2.4,15.9
16/04/2026 22:48,T-02,61.7,5.9,17.5
16/04/2026 22:49,T-03,58.5,6.4,15
16/04/2026 22:50,T-08,56.2,8.5,12.3
16/04/2026 22:51,T-04,87.3,7.4,16.2
16/04/2026 22:52,T-08,75.4,4.8,14.9
16/04/2026 22:53,T-04,89.7,8.1,13.1
16/04/2026 22:54,T-10,55.5,2.2,14.1
16/04/2026 22:55,T-05,69.6,7.6,12.6
16/04/2026 22:56,T-07,64.4,24.5,15.2
16/04/2026 22:57,T-10,59.5,7.9,12.3
16/04/2026 22:58,T-10,64.1,10.7,15.4
16/04/2026 22:59,T-07,74.6,18.5,17.6
16/04/2026 23:00,T-09,54,2.1,14.8
16/04/2026 23:01,T-06,76,9,16.1
16/04/2026 23:02,T-06,76.1,4.3,16.9
16/04/2026 23:03,T-05,73,11,17.7
16/04/2026 23:04,T-05,60.1,4.3,17.4
16/04/2026 23:05,T-08,73.5,11.7,17.2
16/04/2026 23:06,T-09,65.8,2.2,12.3
16/04/2026 23:07,T-02,76.5,3.7,16.2
16/04/2026 23:08,T-10,67.8,4.3,15
16/04/2026 23:09,T-07,61.6,21.7,13.1
16/04/2026 23:10,T-09,77.1,11.5,13
16/04/2026 23:11,T-08,54.5,4.5,13.5
16/04/2026 23:12,T-05,70.1,6,16.4
16/04/2026 23:13,T-10,67,9.4,13.9
16/04/2026 23:14,T-01,59.5,6.5,12.6
16/04/2026 23:15,T-07,72.9,24.7,15.6
16/04/2026 23:16,T-10,60.7,6.3,14.4
16/04/2026 23:17,T-07,72.5,22.4,14.4
16/04/2026 23:18,T-06,51.2,5.9,16.3
16/04/2026 23:19,T-04,93.3,8.6,17
16/04/2026 23:20,T-07,64.4,23.9,15.1
16/04/2026 23:21,T-06,55.1,6.7,12.3
16/04/2026 23:22,T-04,87.3,8.6,15.6
16/04/2026 23:23,T-04,92.9,7,12.4
16/04/2026 23:24,T-09,68.3,8.6,17.8
16/04/2026 23:25,T-08,57.2,10.7,17
16/04/2026 23:26,T-06,74.5,9.8,13
16/04/2026 23:27,T-05,62.6,3.9,15.2
16/04/2026 23:28,T-02,74.2,2.9,17.2
16/04/2026 23:29,T-07,65.7,19.9,17
16/04/2026 23:30,T-10,68.3,2.6,13.6
16/04/2026 23:31,T-03,78.7,8.9,17.5
16/04/2026 23:32,T-04,90.9,9.2,17.9
16/04/2026 23:33,T-05,53.2,8.9,13.4
16/04/2026 23:34,T-04,91.3,5,13.5
16/04/2026 23:35,T-10,65.6,9.8,17.3
16/04/2026 23:36,T-10,59.7,5.9,17.7
16/04/2026 23:37,T-03,70.5,9.1,14.6
16/04/2026 23:38,T-04,91.9,9,16.4
16/04/2026 23:39,T-09,69.6,5.1,15
16/04/2026 23:40,T-08,76,10.1,16.6
16/04/2026 23:41,T-07,69.8,24.1,14.5
16/04/2026 23:42,T-05,71.9,3.7,15.9
16/04/2026 23:43,T-06,65.2,10.5,14.3
16/04/2026 23:44,T-08,56.4,8.6,15.4
16/04/2026 23:45,T-07,71.7,21.1,14.9
16/04/2026 23:46,T-08,57.3,4,17.9
16/04/2026 23:47,T-08,57.2,10.9,16.3
16/04/2026 23:48,T-09,51.7,11.4,13
16/04/2026 23:49,T-07,74.7,22.1,13.4
16/04/2026 23:50,T-09,61.4,4.5,15.9
16/04/2026 23:51,T-01,72.3,3.3,12.3
16/04/2026 23:52,T-09,70.2,5.6,17.1
16/04/2026 23:53,T-07,74.2,17.4,14.7
16/04/2026 23:54,T-01,68.1,11.4,13.3
16/04/2026 23:55,T-08,55.8,6.5,12.8
16/04/2026 23:56,T-10,59.5,11.3,12.3
16/04/2026 23:57,T-04,91.5,6.7,13.8
16/04/2026 23:58,T-05,75.4,8.8,16.2
16/04/2026 23:59,T-07,73.1,22.9,13.6
17/04/2026 00:00,T-04,87.6,8.1,17.8
17/04/2026 00:01,T-03,64.9,2.8,14
17/04/2026 00:02,T-08,63.8,12,14.5
17/04/2026 00:03,T-09,74.9,10.9,15
17/04/2026 00:04,T-10,62.5,8.1,16.4
17/04/2026 00:05,T-08,76.4,8.7,15.5
17/04/2026 00:06,T-07,71.5,19,17.9
17/04/2026 00:07,T-03,59,6.8,17.1
17/04/2026 00:08,T-09,52.8,11.2,16.7
17/04/2026 00:09,T-08,76.8,11.4,13.2
17/04/2026 00:10,T-04,93,5.6,12.6
17/04/2026 00:11,T-08,56.5,10.1,15.2
17/04/2026 00:12,T-05,75.3,4,13.1
17/04/2026 00:13,T-10,51.9,10.1,17.1
17/04/2026 00:14,T-03,53.8,6.6,17.9
